SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,Energy,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out
542,"SOTBVCU12AB0187B3C",764372,"Mash Up Mix 90s","AR3NPVS1187FB5108F",48.85692,"Paris France",2.34121,"Les Rythmes Digitales/ Tzant Feat. ODC MC",0.0,186.40934,6,0.599,86.113,3,1.0,"Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix)",0,825836b9-af8b-4449-b078-d51fad0db73e,0.0,0.590816513592,0.376066361452,0.0,6,0.599,-4.242,0,0.584,186.409
543,"SODVIWU12A6D4FCDA6",175116,"Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935","ARRU9GR1187FB43F56",33.46797,"Thomson GA",-82.50293,"Blind Willie McTell",0.0,191.73832,3,0.623,131.624,3,0.293,"Writing Paper Blues",1927,81e02e29-e46a-49cb-bf13-d204cbe86daa,0.0,0.59142365907,0.385344913733,0.224,3,0.623,-11.383,1,0.502,185.179
544,"SOFORRV12AB01840C4",799732,"Talkin Latin Vol.13 : Brazil sounds","ARQCHDN1187FB4C7C2",-22.97673,"Rio de Janeiro Brazil",-43.19508,"Luiz Bonfa",0.0,151.09179,10,0.0,130.272,4,0.0,"Olhos Ciganos",0,f926459e-1bd2-42a6-a174-8994ad950591,0.0,0.549282907459,0.347547580526,0.171,10,0.0,-13.476,0,0.119,147.482
545,"SOBEWIS12AB0182D75",326902,"Another Somebody Done Somebody Wrong Song","ARXZIHJ1187B9A4ED9",41.94508,"Attleboro MA",-71.28109,"Ray Conniff",0.0,210.18077,8,0.979,172.514,1,0.079,"My Melody Of Love",0,b84dfb67-c437-4ccc-b512-1073fd4612eb,0.0,0.5557649996,0.376514231215,0.177,8,0.979,-12.307,1,0.629,201.816
546,"SOQSXNC12A8C133130",141904,"Legendary Country Blues Artists - CD C","ARJ7NR71187FB437B7",35.5953,"Brownsville TN",-89.26212,"Yank Rachell",0.0,184.73751,4,0.578,91.589,1,0.089,"My Mind Got Bad",0,95e731a5-1e88-4f9d-85ef-ff9fff153ba3,0.0,0.489610124681,0.0,0.16,4,0.578,-16.589,1,0.504,178.109
547,"SOICIZT12A6D4F6751",48012,"Cajun Tradition","AR1JGQT1187FB56878",30.23513,"Rayne LA",-92.26831,"Jo-El Sonnier",0.0,168.04526,2,0.004,144.649,3,0.751,"Les Grande Bois",0,cae92fc4-ebf8-4940-badf-d54cc6b8e6d3,0.0,0.466897960145,0.320165416046,0.405,2,0.004,-8.556,1,0.195,157.629
548,"SOSWVUB12A6D4FCB1D",177199,"Viaje","ARQR8Y51187B9B8E9C",,"",,"La Mancha De Rolando",0.0,243.98322,4,1.0,100.046,4,0.991,"Melodia Simple",2003,75d93c6f-9a8f-4be1-98ad-2b0104485055,0.0,0.514967583468,0.352895441752,0.245,4,1.0,-4.296,1,0.858,235.683
549,"SOXTBTY12A8C134A43",197147,"Time Warp:  Greatest Hits","ARDK6QW1187B9B8D85",53.93063,"UK - England - Yorkshire",-1.20788,"UK Subs",0.0,140.30322,10,0.173,123.26,4,0.0,"Crash Course",1979,a57d7a1b-b7ef-4f36-bbf6-9f5a167cd08d,0.0,0.659944918758,0.434696912797,0.0,10,0.173,-11.031,1,0.296,136.272
550,"SONBWQQ12A58A7BF65",639392,"Have A Nice Weekend","ARI4SKQ1187B9B43B0",,"",,"Beres Hammond",0.0,252.55138,11,0.449,85.56,4,0.69,"Missing You For A Mile",0,a769ffc3-f436-4c7a-9c5c-72b049f5e4d2,0.0,0.681084419844,0.453371188065,0.105,11,0.449,-15.121,0,0.417,235.967
551,"SOUZONQ12A8C13DE81",597340,"The Best Of Barley Bree","ARVA23V1187B98C54A",,"",,"Barley Bree",0.0,279.58812,5,0.575,119.017,4,0.902,"Flight Of Earls",0,2d6afdb1-d22a-4f75-a61b-2cd48dbd8151,0.0,0.282317588288,0.0,0.0,5,0.575,-13.515,1,0.753,276.335
552,"SOXVBBS12A58A7E482",406825,"Honky Tonk Rockabillies_ Volume 2","ARB1KC91187FB38B13",,"",,"Carl Smith",0.0,141.47873,2,0.536,120.546,4,0.93,"Hey Joe",1993,bc933822-d278-4388-ac7a-af8244e9f2b9,0.0,0.551434960117,0.351717751121,0.188,2,0.536,-11.852,1,0.534,138.112
553,"SOKHJSC12A8C14016E",171356,"Moxie Bravo","ARTE6AQ1187B9B2826",42.33168,"Detroit MI",-83.04792,"The High Strung",0.0,187.27138,7,0.72,139.72,4,0.995,"The Luck You Got",2005,2b418029-92e6-4aa6-8099-f796fffb3023,0.0,0.599944669856,0.396800218979,0.142,7,0.72,-3.765,1,0.66,182.23
554,"SOJBNUB12A6D4FC0D3",725674,"A Man And His Music","AR78WG01187B98E404",19.45565,"Santiago de los Caballeros Domin",-70.70719,"Johnny Pacheco/Rolando La Serie",0.0,136.09751,0,0.502,112.915,4,0.952,"La Palabra Fin",0,13f53407-3b0f-426b-8ca9-935456362412,0.0,0.542232717105,0.34154441252,0.236,0,0.502,-10.295,1,0.509,125.759
555,"SOHFMQW12AB0180091",545975,"Steel Box Collection - Leo Ku","AR8QHU51187B9A3341",,"",,"Leo Ku",0.0,245.55057,2,0.782,117.181,3,1.0,"Xiao Shuo Xiang",0,066d5379-eb60-4f46-be4d-ebd40495baea,0.0,0.483278657332,0.360628716136,2.438,2,0.782,-5.315,1,0.732,237.883
556,"SOCCANS12A8C139F53",158319,"Rendez Vous Au Balajo","ARQC4R31187B9A0D88",,"",,"Jo Privat",0.0,153.36444,4,0.492,127.659,1,0.0,"Rodriguez Pena",0,a470515d-d664-48e8-a183-663d951c07f4,0.0,0.391454064051,0.320850129554,0.421,4,0.492,-6.811,1,0.59,148.416
557,"SOTSMYB12A6D4F6519",535723,"Tormented","ARF4V431187FB3AA41",27.94653,"Tampa FL",-82.45927,"Slim Whitman",0.0,141.92281,0,0.501,100.398,4,0.0,"Serenade",0,5c1262e2-cb86-4dc9-8acf-781ff4523192,0.0,0.516443779773,0.386669091706,0.241,0,0.501,-14.573,1,0.487,135.39
558,"SOIDEHN12AAA8C4B80",528923,"Gathered Around The Oaken Table","AR8TLVX1187B9B2D7D",,"Sweden",,"Mithotyn",0.0,391.02649,0,0.0,110.897,7,0.553,"Guided By History",1999,bb7ef759-5319-4521-b58f-42333804e8e3,0.0,0.54818519571,0.361105937537,0.16,0,0.0,-7.078,1,0.131,386.984
559,"SOQQXOZ12AB01809E4",489685,"The Great Vocalists","ARGP3GD1187B999801",37.80506,"Oakland CA",-122.27302,"Tony Martin",0.0,182.85669,4,0.289,122.709,4,0.697,"September Song",0,948b0451-cdcd-4037-897f-8f6130765b6b,0.0,0.519939685321,0.350218160302,0.142,4,0.289,-20.142,0,0.171,172.826
560,"SORRKQZ12AB0185DAD",795325,"I'm Free - Single","ARL5BEN1187B98E4D9",,"Montego Bay Jamaica",,"Jah Cure",0.0,224.02567,0,0.08,151.744,4,0.931,"I'm Free",0,07b5e94b-95ac-467d-80e0-a691c709dd11,0.0,0.707204743933,0.519636855546,0.0,0,0.08,-5.142,1,0.276,218.825
561,"SOTSNQM12AB0183738",555129,"Love Junk","ARFK98R1187B9B0552",43.64856,"Toronto Ontario Canada",-79.38533,"Pursuit Of Happiness",0.0,151.01342,7,0.088,131.966,4,0.564,"Down On Him",1988,b7bda9f5-041c-410b-8177-47880e1fbb41,0.0,0.508676201038,0.377888131403,0.286,7,0.088,-10.133,1,0.465,142.646
562,"SOTSDZS12A6D4F65D9",23399,"Love Story","AR25WM21187FB461B3",,"",,"Francis Lai",0.0,184.45016,9,0.75,85.131,4,0.938,"Search For Jenny",1970,ddec1c79-0653-4d7a-a92a-ceaabc60748f,0.0,0.552719818114,0.371711094041,2.978,9,0.75,-16.45,0,0.692,178.434
563,"SOSDWRI12A8C1443CB",527212,"Gardenias For Lady Day","AR2G8SU1187FB4A871",42.33168,"Detroit MI",-83.04792,"James Carter",0.0,258.42893,5,0.217,81.492,4,0.732,"Strange Fruit",2003,a8880ecc-10d8-4492-b17e-02715d160b56,0.0,0.498946148399,0.339020746721,4.348,5,0.217,-6.115,0,0.354,245.719
564,"SOTDILJ12AB0188A2B",762191,"Dog Years","ARND48J1187B990A0B",,"Texas",,"Storyville",0.0,263.41832,0,0.552,109.085,4,1.0,"Enough",1998,d68542a6-46bc-4f8b-96eb-aade07c75b66,0.0,0.59525476448,0.34870219952,0.0,0,0.552,-6.18,1,0.436,246.712
565,"SOHCRES12AC3DF6BD1",786540,"My Radio Sure Sounds Good To Me","ARV38M11187B99424D",37.27188,"California",-119.27023,"Larry Graham & Graham Central Station",0.0,277.62893,6,0.713,97.103,4,0.116,"Turn It Out",0,25b83e80-5056-4741-8558-6f45551b078c,0.0,0.480282622975,0.3506573345,0.479,6,0.713,-12.546,0,0.8,266.867
566,"SOJBTDV12A6D4F776A",33120,"Trouble","ARASYMJ1187B9ACAF2",51.50632,"London England",-0.12714,"Whitesnake",0.0,204.14649,2,0.328,114.902,1,0.0,"Don't Mess With Me (2006 Digital Remaster)",1978,5dedf5cf-a598-4408-9556-3bf3f149f3ba,0.0,0.82243282937,0.531303318565,0.444,2,0.328,-4.556,1,0.42,192.83
567,"SOFESEK12AB017FA56",539363,"Fitchburg Street","AREV0ZO1187B997221",32.77815,"Dallas TX",-96.7954,"Doyle Bramhall",0.0,254.35383,10,0.793,168.36,3,1.0,"That's How Strong My Love Is",0,de9a6f7e-6cf7-40b5-8cbc-2e354bf890d0,0.0,0.628560155936,0.292968170475,0.148,10,0.793,-6.367,1,0.588,245.232
568,"SOJMVGG12AB018AF5C",370932,"Voices from the Siren Nation Vol. 2 - Live at the Wonder Ballroom","AR6LOPL1187FB4DABE",38.8991,"Washington",-77.029,"Mirah",0.0,158.09261,9,0.287,116.087,4,1.0,"Apples in the Trees (Live)",0,e4c226f2-ba57-483f-be6b-3391112244b8,0.0,0.680941278903,0.461369368993,0.183,9,0.287,-10.453,0,0.564,155.806
569,"SOYVCJU12A67AD8617",57000,"Infinity On High","ARSG7NQ1187FB57482",,"Wilmette IL",,"Fall Out Boy",0.0,203.91138,2,0.045,140.878,4,0.93,"The Carpal Tunnel Of Love",2007,516cef4d-0718-4007-9939-f9b38af3f784,0.0,0.937964750397,0.566622887558,0.0,2,0.045,-3.237,0,0.27,191.216
570,"SOHBATX12A8C14009F",305368,"Trouble Boys","ARVAE6W1187FB3CAF3",,"",,"The Refreshments",0.0,184.5024,7,0.557,169.943,1,0.0,"Here we are",0,f115c91a-2f30-4c0a-a6ce-e67411f2247f,0.0,0.565452291658,0.35241012681,0.485,7,0.557,-6.986,1,0.759,178.132
571,"SONOEAE12A6D4FB32B",176888,"Rain Drops","AR8WHEJ1187B98CDCA",34.7519,"Blythesville AR",-92.13055,"Dee Clark",0.0,132.07465,10,0.562,95.948,4,1.0,"Just Keep It Up",1990,82d63cd7-993c-41c4-a0dd-68f54f41f708,0.0,0.533650139488,0.343508877692,0.218,10,0.562,-16.865,1,0.336,121.568
572,"SONVMQR12AB018688B",721687,"The Now Factor","ARO9IJB1187B9939D0",,"",,"Deckard",0.0,175.90812,1,0.238,90.964,4,1.0,"Deckard",0,4f4bfd84-8c67-4a27-a14c-bcec35c102fe,0.0,0.487851536889,0.301196064627,0.0,1,0.238,-5.973,1,0.356,169.361
573,"SOZFZMX12AB018BE08",570488,"Mind Control","ARED2DG1187FB3CB4D",,"",,"Tantric",0.0,176.43057,9,0.622,140.111,4,0.994,"Coming Undone",2009,3829f10b-821e-4c9b-88d8-7bc486637741,0.0,0.720808697493,0.467133519204,0.113,9,0.622,-2.741,0,0.531,165.605
574,"SOSBBAV12AB018F27C",587631,"Zero To Hero","ARJA5XT1187B9B89AA",,"",,"David Tao",0.0,260.33587,2,0.463,136.749,4,0.863,"Summer Love Triangle",2009,38fe7fb3-2bde-4672-8016-2ba6f7d1808f,0.0,0.48200699857,0.415897128457,0.38,2,0.463,-4.602,1,0.422,255.042
575,"SOCHXHX12A8C143E1A",526980,"I Always Lose","AR0X3JJ1187FB3A9A7",,"McLellan FL",,"Hank Locklin",0.0,168.6722,2,0.88,100.705,4,0.314,"(Sittin') Alone At A Table For Two",0,c8d0d74b-80eb-4746-8cea-f5df78b4b90c,0.0,0.6357570221,0.37943697224,0.0,2,0.88,-15.242,1,0.637,162.011
576,"SODLFHM12A8C1432E9",527484,"Meet the F@cking Bedwetters","ARNFTGS1187B9A465F",34.05349,"California - LA",-118.24532,"Bedwetters",0.0,202.91873,1,0.602,101.997,4,0.057,"Like A Deck Of Cards",0,22995eba-1238-4b4f-a937-ac2c5767ab9f,0.0,0.666522676567,0.414079473032,0.165,1,0.602,-1.927,0,0.594,197.172
577,"SOMHHCX12AC468AB2E",597790,"Tranceplant","ARNLHY61187FB3A0C0",,"United States",,"Organ Donors",0.0,433.71057,4,0.3,140.013,4,0.474,"Tranceplant",0,a6ee239c-c52d-4ddc-91e7-d7bf4917f04e,0.0,0.467235916095,0.405498403486,0.0,4,0.3,-2.988,1,0.364,424.321
578,"SOLEFXD12AC3DFA062",783439,"In A Nutshell","AROF8OV1187FB55B85",62.19845,"Sweden",17.55142,"Pelle Carlberg",0.0,247.24853,9,0.237,169.994,4,0.546,"Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls",2007,3b795eb4-8971-494d-94f0-963c22eb15d5,0.0,0.640720629481,0.413296281531,0.0,9,0.237,-5.603,1,0.417,242.985
579,"SOJSITS12AB01850A4",455163,"Remodelled","AROEVV91187B9B7F4F",,"Columbia South Carolina",,"Milieu",0.0,371.87873,10,0.088,87.003,4,0.551,"Blackwood Moth",2007,23db55fc-da4f-4f1d-8ab4-e9d96cc9e5de,0.0,0.565102058046,0.360054673342,0.0,10,0.088,-13.08,1,0.421,342.57
580,"SOXRWWL12A8C1345F8",143384,"The Real Testament","AR7Q0O91187FB4DBE7",,"Fort Myers FL",,"Plies",0.0,233.42975,9,0.755,110.933,4,1.0,"Goons Lurkin (Instrumental Album Version)",2007,72f62a4c-0042-49f6-b4dc-2f5b27dd289f,0.0,0.919517092225,0.547940429488,0.078,9,0.755,-9.545,1,0.598,226.487
581,"SOFQGMJ12AC468CBA7",697633,"20 Superhits Charangueros","ARWGY6U1187B98B228",21.51102,"Cuba",-77.80679,"Orquesta Sublime",0.0,168.30649,7,0.027,101.345,4,0.653,"El divertido",0,e09db85d-2de6-41e1-a856-d131089ab49d,0.0,0.496244736606,0.304743659539,0.0,7,0.027,-8.631,1,0.412,168.306
582,"SOAHRPF12AC468D610",793434,"Cherry Popper","ARGBGC71187FB3DD0B",,"",,"DJ Nasty",0.0,194.29832,0,0.0,149.984,4,0.462,"Pussy Hole",0,4eb42e20-021e-40e3-897c-d0ae81d988fd,0.0,0.582365878547,0.302855419522,0.189,0,0.0,-12.624,1,0.0,191.245
583,"SOQQXBH12A8C145D71",613236,"Snow Patrol Late Night Tales","ARVN9FZ1187FB393F1",,"Dundee Scotland",,"Snow Patrol",0.0,214.5171,4,0.627,114.954,1,0.0,"New Sensation",2009,a66999a7-ae5c-460e-ba94-1a01143ae847,0.0,0.818319359139,0.667294595643,0.0,4,0.627,-14.309,1,0.355,205.607
584,"SOGFGGL12A8AE47040",139457,"Millennium-Tanzparty","ARZWBH21187B99ACE1",,"",,"Günter Noris",0.0,156.62975,0,0.498,124.394,4,0.63,"El Cumbanchero",1985,ebe40a4e-b33d-4ba5-af20-d48da3a98517,0.0,0.0596260969721,0.0,0.0,0,0.498,-11.793,1,0.524,156.63
585,"SOKLINL12A8C13447C",148804,"My_ Oh My!","ARKFYS91187B98E58F",,"",,"Jeff And Sheri Easter",0.0,170.4224,5,0.999,180.073,4,0.34,"Wolf In Sheep's Clothing",0,79c403f9-5467-4f23-8426-9ca3fc60a115,0.0,0.535292735512,0.385470550556,0.421,5,0.999,-6.15,1,0.691,162.128
586,"SOAMJUS12A8C13446A",148614,"Gravity","AROPC1B1187FB567E3",,"",,"Out Of The Grey",0.0,225.95873,7,0.528,87.76,7,0.285,"Dreaming Of April",1995,6dc557f0-3d47-446d-bb6d-df2ba2405ef7,0.0,0.43106529102,0.333858124563,0.0,7,0.528,-9.598,1,0.602,211.342
587,"SOTDSFJ12A8C141206",220624,"Deus Ex Machina","ARU22AM1187B9961EA",,"",,"React",0.0,158.27546,8,0.243,134.648,4,0.251,"Lost Circles",0,ac839735-6abe-4a65-a18c-05f132574641,0.0,0.485107917632,0.247340584238,0.172,8,0.243,-9.68,1,0.3,151.493
588,"SOMNSOY12AB0181ACB",494178,"Don't Let The Bastards Get You Down","ART3TOJ1187B98D1AB",,"",,"Dart",0.0,340.53179,0,0.655,148.027,4,0.17,"For The Good Times",2002,9cfcc3b7-c3ae-4386-8efb-031a387f7e3d,0.0,0.443246311576,0.208174546945,0.456,0,0.655,-10.008,1,0.473,333.845
589,"SONTYQS12AB017F461",337157,"De Xin Ying Shou Yan Chang Hui 2006","ARFERPC1187FB557F6",,"",,"Hacken Lee",0.0,424.82893,7,0.699,124.984,3,0.989,"Zhi Xiang Ni hui Yi",0,be28eefe-4995-400b-94d0-4f4edbf8d092,0.0,0.487693971591,0.341976803831,0.0,7,0.699,-15.198,1,0.75,424.829
590,"SOVZOZW12AB018881A",568312,"Love Canticle","ARD3ICK1187B9A56C9",,"",,"Jimmy Riley",0.0,216.39791,1,0.0,159.943,4,0.0,"Amaze",0,96a5d12b-6f2e-4679-be43-ce0cc5146da6,0.0,0.477724732492,0.299705214087,0.351,1,0.0,-6.895,1,0.167,206.391
591,"SOYMQQN12A58A7D293",565748,"Please Don't Hit Me","ARHQYFB1187FB4AECF",,"",,"The Cortinas",0.0,219.01016,4,0.861,134.985,3,0.884,"Radio Rape",1978,e883be93-9ba5-44f0-a207-6d5d8cd656b6,0.0,0.514624264967,0.369511565168,0.0,4,0.861,-7.687,1,0.954,205.851
592,"SOIKPOX12A58A7BA0B",106394,"El Cartel: The Big Boss","ARBNXYA1187FB51C50",18.22328,"Puerto Rico",-66.42889,"Daddy Yankee",0.0,235.15383,4,0.085,91.026,4,1.0,"A Lo Clasico",2007,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,0.0,0.90898429564,0.562506672289,0.0,4,0.085,-4.13,0,0.39,230.946
593,"SOKRTAB12A8C1371C9",94942,"Sittin' On Chrome","ARCMYSA1187FB4A8E8",,"Brooklyn NY",,"Masta Ace Incorporated",0.0,295.1571,11,0.111,88.12,5,0.722,"Ain't No Game",1995,1a576d57-4b7c-4f22-a51e-fe403c0103c4,0.0,0.663952863242,0.392075780142,0.0,11,0.111,-7.687,1,0.295,295.157
594,"SOHJXBB12A8C1437B7",521693,"LIVE AT SWEETWATER II","AREOGMA1187B9908EF",37.77916,"San Francisco CA",-122.42005,"Hot Tuna",0.0,461.71383,1,0.979,138.512,4,0.661,"Parchman Farm",2004,d13d9feb-b7c7-49f4-9b72-65e29a16aa24,0.0,0.567278871183,0.405178358908,0.0,1,0.979,-9.989,0,0.711,461.714
595,"SOGSMXL12A81C23D88",275907,"Je Sais Que La Terre Est Plate (Deluxe)","AREJXK41187B9A4ACC",46.71067,"France",1.71819,"Raphaël",0.0,148.74077,0,0.591,124.059,4,0.372,"Je Sais Que La Terre Est Plate",2008,c43bb0d6-94d7-410f-80fb-e5a243b18d23,0.0,0.557460219739,0.386151631413,0.192,0,0.591,-9.636,1,0.556,141.607
596,"SOZQSGL12AF72A9145",181162,"Milking The Sacred Cow","AR050VJ1187B9B13A7",,"",,"Dead Kennedys",0.0,216.842,10,0.325,92.897,4,0.879,"Halloween",1982,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,0.0,0.737037558042,0.539245418349,0.0,10,0.325,-4.264,1,0.286,213.02
597,"SOBTEHX12A6D4FBF18",290671,"The Curse","ARMOHN71187FB3959F",33.6671,"Orange County CA",-117.76505,"Atreyu",0.0,218.90567,0,0.588,157.715,4,0.691,"You Eclipsed By Me (Album Version)",2004,17e137fb-59e5-4fd7-af48-afc34995396c,0.0,0.821844255124,0.592439485528,0.0,0,0.588,-4.707,0,0.584,209.2
598,"SOGSOUE12A58A76443",767122,"Easy Listening: Cartoon Songs","AR9HQ6Y1187FB3C2CB",,"",,"Orlando Pops Orchestra",0.0,199.99302,10,0.551,120.382,4,1.0,"Zip-A-Dee-Doo-Dah (Song of the South)",0,0e6524bd-6641-46a6-bce5-96f06c19aa46,0.0,0.367255010757,0.311615544973,0.0,10,0.551,-16.477,1,0.528,195.808
599,"SOXGDVW12AB01864E7",682479,"In Disgust We Trust","ARQ0HOT1187B9A25FA",42.31256,"Mass. - Boston",-71.08868,"Mistress",0.0,580.70159,0,0.821,146.331,4,0.479,"Shovel",2005,e8143d56-f2e9-4122-9666-6aa5352dadcd,0.0,0.495796932135,0.389498817417,5.294,0,0.821,-4.523,1,0.587,580.702
600,"SOMBCOW12AAF3B229F",382807,"Comme Vous","AR2XRFQ1187FB417FE",,"",,"Julie Zenatti",0.0,252.99546,1,0.429,80.084,4,0.533,"On Efface",2004,a69cd724-2f57-4ed0-bfed-ba20401eb84c,0.0,0.626957723005,0.434859589343,0.514,1,0.429,-11.061,0,0.67,241.424
601,"SOEYIHF12AB017B5F4",490659,"Watkins Ale -  Music of the English Renaissance","ARODOO01187FB44F4A",,"",,"The Baltimore Consort",0.0,78.0273,3,0.0,54.874,4,0.0,"Howells Delight",0,60bd8a1c-c093-4849-8f28-08101ca059b1,0.0,0.425723658047,0.0,0.974,3,0.0,-24.14,1,0.0,78.027
602,"SODJYEC12A8C13D757",116616,"Don't Worry Lady","ARJGW911187FB586CA",,"",,"I Hate Sally",0.0,163.63057,7,0.38,77.15,3,0.369,"Martha Served",2007,44b5b950-2ae2-403a-8c67-82d8fc72033d,0.0,0.611495418352,0.334519763812,0.0,7,0.38,-5.795,1,0.385,158.511
603,"SOVVDCO12AB0187AF7",503347,"X Communication : Trilogy II","ARDPTGD1187B9AD361",36.87652,"Sikeston MO",-89.58828,"Brand X",0.0,279.35302,9,0.519,99.024,4,1.0,"Liquid Time (composition by John Goodsall)",0,097c86bc-b2b6-4791-833b-39b5385fe3e6,0.0,0.601305751486,0.363675677051,0.433,9,0.519,-12.474,1,0.491,261.288
604,"SORWTIF12A6D4FAA41",124304,"Nobiltà di strada","ARJ5BEW1187FB52361",,"",,"Inoki",0.0,259.3171,1,0.194,87.999,4,0.954,"Nuovi Re pt. I I (feat. Tek money - Lady Tambler)",0,de885e5b-284d-4dac-954c-48c7d7e2ebe5,0.0,0.548022399066,0.440134712015,0.223,1,0.194,-5.05,1,0.436,249.255
605,"SOKRHNY12AB01837DB",337773,"Novas Vos Trago","AR8KUS11187B98C991",,"",,"Brigada Victor Jara",0.0,312.99873,4,0.669,86.981,5,0.688,"Parto em terras distantes",1998,050ce7ea-0935-430f-bcec-b83e702298eb,0.0,0.435915456622,0.358148518803,0.0,4,0.669,-13.885,0,0.638,296.316
606,"SOKSZVC12A8C142004",239673,"Karelian Isthmus","ARV8T9T1187B99F3F4",,"",,"Amorphis",0.0,255.03302,9,0.447,175.673,4,0.0,"Misery Path (From the Privilege of Evil)",0,efaefde1-e09b-4d49-9d8e-b1304d2ece8d,0.0,0.709010525103,0.553566172071,0.449,9,0.447,-4.393,1,0.247,251.275
607,"SOEKSGJ12A67AE227E",18150,"Hybrid Theory","ARQUMH41187B9AF699",34.05349,"Los Angeles CA",-118.24532,"Linkin Park",0.0,208.95302,4,0.247,105.095,4,0.873,"Crawling (Album Version)",2000,f59c5520-5f46-4d2c-b2c4-822eabf53419,0.0,0.887386080596,0.79114300239,3.245,4,0.247,-6.052,1,0.464,200.969
608,"SOBHQIJ12A6D4FC7D3",531997,"The Sugar Hill Records Story","ARB2M051187FB56FA9",40.71455,"New York NY",-74.00712,"Spoonie Gee",0.0,393.63873,1,0.421,135.503,5,0.677,"Spoonie Is Back",0,336f2e14-b064-45c8-8b2a-01663a0bee64,0.0,0.61869214158,0.422721370117,0.179,1,0.421,-6.619,1,0.155,379.478
609,"SOMVPGP12AB01881FF",409164,"Joe Sent Me","ARZFRQM1187B9A9772",,"",,"Vanessa Daou",0.0,229.66812,2,0.162,79.96,3,0.269,"Life Force",0,17be2a06-5295-43ca-a363-c683b562df72,0.0,0.570825322641,0.40358823765,0.276,2,0.162,-19.293,1,0.483,224.949
610,"SOVPBXO12AB0188671",353224,"Les incontournables du Congo","ARCQ3LZ1187FB49B42",,"",,"Koffi Olomidé",0.0,625.78893,0,0.66,89.572,5,0.7,"Bennie",0,45d921dd-aaf9-4f72-9a8c-101ec24b9186,0.0,0.453444930749,0.311617484932,0.343,0,0.66,-7.164,1,0.585,613.837
611,"SOKMPKV12A67AE241B",734726,"The War Within","ARK8OHG1187B99016A",,"Boston MA",,"Shadows Fall",0.0,283.48036,0,0.489,84.992,4,0.42,"What Drives The Weak",2004,2e3b75d8-00a8-486a-b4e7-a1f8f65e64c9,0.0,0.733433226583,0.455558796993,0.113,0,0.489,-4.076,0,0.596,280.88
612,"SOGXENE12AB01854EB",559962,"Diarrhea Of A Madman","ARQFKVO1187B9B1777",,"",,"Dave Brockie Experience",0.0,135.8624,1,0.387,99.959,5,0.902,"The Dance Of Europe",2001,99f0e05e-e63e-4b48-a0a7-039ad3f9fc3d,0.0,0.484333757966,0.335935512252,0.311,1,0.387,-3.312,0,0.418,132.888
613,"SODENZR12AAF3B13B9",529426,"Changes","AREJ5K11187B993F5F",,"",,"R. Carlos Nakai",0.0,146.33751,1,0.027,104.989,1,0.0,"Blood Round Dance Song (World)",1982,3c050ada-9db8-4e87-86fb-11c5294f9711,0.0,0.577276089132,0.376939984442,0.347,1,0.027,-25.651,0,0.415,137.143
614,"SOZEYFC12A58A77E0B",186308,"Abijah","AR3EVEE1187B9994B7",18.11526,"Jamaica",-77.27348,"Abijah",0.0,204.77342,2,0.895,81.025,3,0.646,"Children Of Love",2003,f564b042-1bec-4990-b730-151a0a8fd59a,0.0,0.504424856033,0.304310732964,3.106,2,0.895,-18.818,1,0.796,196.609
615,"SOIZQWP12AAF3B51CA",482735,"Now You're Gonna Be Loved","ARCW5RB1187FB4383F",31.1689,"Texas",-100.07715,"Jessie Lee Miller",0.0,116.92363,0,0.0,188.979,4,0.117,"All or Nothin' Gal",2005,df35c937-510f-45bd-8165-f5a702c8f87d,0.0,0.52850967818,0.0,0.0,0,0.0,-7.391,0,0.0,107.34
616,"SOHBUBB12A3F1ED339",383845,"Blues Guitar Magic","ARR7YYN1187FB5C015",30.6554,"Rockdale TX",-97.00189,"Pee Wee Crayton",0.0,163.10812,5,0.566,116.461,3,1.0,"Old Fashioned Baby",0,7614119e-f081-436a-b47c-da0f3855ecfc,0.0,0.133489329539,0.314378908255,0.35,5,0.566,-10.446,0,0.433,157.907
617,"SOGKLCE12AB0186FDC",511272,"Locked 'n' Loaded","ARFONKU11F4C8431CC",,"",,"Dickies",0.0,152.94649,2,0.434,104.231,1,0.32,"Just Say Yes",0,,0.0,0.506307965878,0.42954712199,2.281,2,0.434,-9.428,0,0.461,140.249
618,"SOWPSOV12A8C13FFE5",609591,"Clase y Sabor","ARLFH5Y1187FB44A89",,"",,"Tito Allen",0.0,322.21995,7,0.628,183.636,4,0.516,"A Veces Hablo De Ti",0,b4735f38-7913-482b-8288-0046753f62e3,0.0,0.414488208411,0.251131266545,0.0,7,0.628,-14.305,0,0.652,301.076
